Listagem de Operadores Radiofónicos e respetivos Serviços de Programas ativos a 01 de setembro de 2026,,,,,,,,,,,,,,,,,,,,,,,,,
NÚMERO DE REGISTO,DATA DE INSCRIÇÃO,DESIGNAÇÃO SOCIAL OPERADOR,MORADA OPERADOR,CÓDIGO POSTAL ,LOCALIDADE ,CONCELHO ,DISTRITO ,REGIÃO AUTÓNOMA PROP (DESIGNAÇÃO SOCIAL) (LIVROS DE REGISTOS),SERVIÇO DE PROGRAMAS DE RÁDIO,MORADA,CÓDIGO POSTAL,LOCALIDADE,CONCELHO,DISTRITO,REGIÃO AUTÓNOMA ESTUDIO,FREQUÊNCIA,CONTEÚDO (TIPO PROGRAMAÇÃO),ÁREA DE COBERTURA,DISTRITO DE LICENCIAMENTO,CONCELHO DE LICENCIAMENTO,RESPONSÁVEL PROGRAMAÇÃO,RESPONSÁVEL INFORMAÇÃO,NOME CANAL PROGRAMAS (PS),ENDEREÇO DE CORREIO ELETRÓNICO,DATA DE VALIDADE
423197,22-09-2003,"ERO - Empresa de Radiodifusão do Oeste, Lda.","R. de Huila, 7 A",2500-275,Caldas da Rainha,Caldas da Rainha,Leiria,,91 FM Rádio,"R. de Huila, 7 A",2500-275,Caldas da Rainha,Óbidos,Leiria,,91.0,Generalista,Local,Leiria,Óbidos,João Costa,Pedro Miguel Caetano Silva,91 FM,localstarsa@gmail.com,29-03-2039
423198,06-10-2003,"Diana FM - Radiodifusão Unipessoal, Lda.","Mercado Abastecedor da Região de Évora, Escritório EE 08",7005-873,Évora,Évora,Évora,,Rádio Diana,"Mercado Abastecedor da Região de Évora, Escritório EE 08",7005-873,Évora,Évora,Évora,,94.1,Generalista,Local,Évora,Évora,Luís Filipe Vieira Matias,Ana Teresa de Oliveira Machado,DIANA-EV,geral@dianafm.com,08-05-2039
423199,29-10-2003,"Douro FM, CRL","Av. Sacadura Cabral, Edif. Sialto 1º. Ent. 1",5050-071,Godim,Peso da Régua,Vila Real,,Rádio Douro FM,"Av. Sacadura Cabral, Edif. Sialto, 1º andar, Ent. 1",5050-071,Godim,Peso da Régua,Vila Real,,91.4,Generalista,Local,Viseu,Tabuaço,Monteiro Maria,Marla Pereira,,radio.dourofm@gmail.com,29-03-2039
423200,10-11-2003,"Rádio Dueça Informiranda, CRL","Edifício Cantina Escolar D. Maria da Assunção Antunes, R. Dr. Rosa Falcão, 113",3220-246,Miranda do Corvo,Miranda do Corvo,Coimbra,,Rádio Dueça,"Edifício Cantina Escolar D. Maria da Assunção Antunes, R. Dr. Rosa Falcão, 113",3220-246,Miranda do Corvo,Miranda do Corvo,Coimbra,,94.5,Generalista,Local,Coimbra,Miranda do Corvo,António Joaquim Costa da Cruz,João Paulo dos Santos Lucas,,radio94.5@sapo.pt,29-03-2039
423201,10-11-2003,Rádio Clube de Angra,Av. Ten. Cor. José Agostinho S/N,9700-108,Angra do Heroísmo,Angra do Heroísmo,Ilha Terceira,Região Autónoma dos Açores,Rádio Clube de Angra,"Av. Ten. Cor. José Agostinho, S/N",9700-108,Angra do Heroísmo,Angra do Heroísmo,Ilha Terceira,Região Autónoma dos Açores,101.1,Generalista,Local,Ilha Terceira,Angra do Heroísmo,Pedro M. B. Ferreira,João Aranda e Silva,RC ANGRA,direccao@rcangra.pt,05-03-2039
423202,23-02-2004,"Super Onda, Unipessoal, Lda.","R. Bento José Morais, 23 - 5º Sul",9500-772,Ponta Delgada,Ponta Delgada,Ilha de São Miguel,Região Autónoma dos Açores,R80 Super Onda,"R. Bento José Morais, 23 - 5º Esq.",9500-772,Ponta Delgada,Ponta Delgada,Ilha de São Miguel,Região Autónoma dos Açores,90.2,Generalista,Local,Ilha de São Miguel,Nordeste,Carlos Alberto Pires Antunes,Cristina Cabral Silva,R80,r80.superonda@gmail.com,06-02-2041
423203,23-02-2004,Associação Humanitária Bombeiros Voluntários da Vidigueira,Quartel dos Bombeiros Voluntários da Vidigueira - Estrada da Circunvalação,7960-212,Vidigueira,Vidigueira,Beja,,Rádio Vidigueira,Estrada da Circunvalação,7960-212,Vidigueira,Vidigueira,Beja,,90.0,Generalista,Local,Beja,Vidigueira,Joaquim José Louro Oliveira,Marco Abundância,,geral@radiovidigueira.pt,22-12-2039
423204,23-02-2004,"Rede A - Emissora Regional do Sul, Lda","R. Viriato, 25 - 4.º",1050-234,Lisboa,Lisboa,Lisboa,,SW,"Rua Viriato, 25 - 6º",1050-234,Lisboa,Lisboa,Lisboa,,100.8,Temático - Musical,Local,Setúbal,Almada,Paulo Jorge da Silva Rolo,Antonieta Lopes da Costa,SW,paulo.jorge@radiomeosudoeste.pt,29-03-2039
423205,23-02-2004,"Voz da Planície - Cooperativa Cultural de Animação Radiofónica, CRL","R. da Misericórdia, 4",7800-285,Beja,Beja,Beja,,Rádio Voz da Planície,"R. da Misericórdia, 4",7800-285,Beja,Beja,Beja,,104.5,Generalista,Local,Beja,Beja,Rui Manuel de Sousa Eugénio,Carlos Alberto Lopes Pereira,RVP-BEJA,escritorio@vozdaplanicie.pt,21-05-2039
423206,23-02-2004,"Frequência Máxima - Gestão de Rádio, Lda.","R. Alfredo Cunha, 478, R/C, Loja 2",4450-022,Matosinhos,Matosinhos,Porto,,Rádio Festival,"Rua Alfredo Cunha, 478, r/c loja 2",4450-021,MATOSINHOS,Matosinhos,Porto,,107.4,Generalista,Local,Porto,Santo Tirso,Marlene Filipa Santos,Marlene Filipa Santos,FESTIVAL,contabilidade@radiofestival.com.pt,08-05-2039
423207,01-03-2004,"Castelo de Lanhoso 2, Comunicação Social,  Lda","R. Eng. Albino Pinto da Silva, 10",4830-565,Póvoa de Lanhoso,Póvoa de Lanhoso,Braga,,Nove3cinco,"R. Eng. Albino Pinto da Silva, 10",4830-565,Póvoa de Lanhoso,Póvoa de Lanhoso,Braga,,93.5,Temático - Musical,Local,Braga,Póvoa de Lanhoso,Marcel Alex Carilli,__,NOV3CINC,radio@nove3cinco.com,21-05-2039
423208,01-03-2004,"Betamar - Rádio Ilha Dourada, Lda","R. Goulart Medeiros, 1",9400-164,Porto Santo,Porto Santo,Ilha de Porto Santo,Região Autónoma da Madeira,Rádio Praia,R. Estevão Alencastre,9400-161,Porto Santo,Porto Santo,Ilha de Porto Santo,Região Autónoma da Madeira,91.6,Generalista,Local,Ilha de Porto Santo,Porto Santo,Ladislau Sousa,Ladislau Sousa,R.PRAIA,radiopraia@opermad.pt,14-03-2026
423209,12-03-2004,"Media On - Comunicação Social, Lda.","R. Gen. Humberto Delgado, Edifício Mira Rio - C/V",2200-122,Abrantes,Abrantes,Santarém,,Rádio Antena Livre,"R. General Humberto Delgado, Edifício Mira Rio - Cave",2200-117,Abrantes,Abrantes,Santarém,,96.7,Generalista,Local,Santarém,Abrantes,Paulo Jorge do Rosário Marques Delgado,Patrícia Susana Lucas Seixas Carlos,ANTLIVRE,geral@antenalivre.pt,08-05-2039
423210,12-03-2004,Clube Asas do Atlântico,"Avenida do Faial, s/n, Aeroporto de Santa Maria",9580-501,Vila do Porto,Vila do Porto,Ilha de Santa Maria,Região Autónoma dos Açores,Asas do Atlântico A Rádio Comercial dos Açores,"Avenida do Faial, s/n",9580-501,Aeroporto,Vila do Porto,Ilha de Santa Maria,Região Autónoma dos Açores,103.2,Generalista,Local,Ilha de Santa Maria,Vila do Porto,Helena Barros,António Monteiro,ASAS FM,geral@asasdoatlantico.pt,30-06-2040
423211,19-03-2004,Associação Cultural de Torre de Moncorvo,"Pátio das Associações, Largo da Corredoura",5160-235,Torre de Moncorvo,Torre de Moncorvo,Bragança,,Rádio Torre de Moncorvo,"Pátio das Associações, Largo da Corredoura",5160-222,Torre de Moncorvo,Torre de Moncorvo,Bragança,,95.9,Generalista,Local,Bragança,Torre de Moncorvo,Porfírio André Nunes Evangelista,Maria João Cardoso Canadas,MONCORVO,radiomoncorvo@sapo.pt,29-03-2039
423212,22-03-2004,"Difusão de Ideias - Sociedade de Radiodifusão, Lda.","R. Tomás da Fonseca, Torre E, 3.º",1600-209,Lisboa,Lisboa,Lisboa,,Rádio Jovem,"R. Tomás da Fonseca, Torre E, 3.º",1600-209,Lisboa,Lisboa,Lisboa,,105.4,Temático - Informativo,Local,Évora,Évora,Nuno Filipe Domingues,Nuno Filipe Domingues,,jorge.c.ribeirinho@globalmediagroup.pt,08-05-2039
423214,14-04-2004,"R.J.TV. -Rádio, Jornais e Televisão, Meios, Comunicação e Audiovisuais, Lda","Edíf. Mical, Loja 1 - Piso Superior - Estrada de Manique",2649-502,Manique,Cascais,Lisboa,,105.4 FM,DNA Cascais - Rua Cruz de Popa - Piso 03 - Sala 36,2645-449,Alcabideche,Cascais,Lisboa,,105.4,Generalista,Local,Lisboa,Cascais,Rui Pedro Santos,Rui Pedro Santos,1054ROCK,rui.marques@1054cascais.com,29-03-2039
423215,14-04-2004,"Ciclone - Publicações e Difusões, Lda","Canada da Francesa, 29",9700-590,São Mateus,Angra do Heroísmo,Ilha Terceira,Região Autónoma dos Açores,Rádio Horizonte,"Rua da Guarita, 72",9700-096,Angra do Heroísmo,Angra do Heroísmo,Ilha Terceira,Região Autónoma dos Açores,104.4,Generalista,Local,Ilha Terceira,Angra do Heroísmo,Jorge Manuel Pereira Brum Pacheco,Jorge Manuel Pereira Brum Pacheco,HORIZONT,radio@horizonteacores.com,05-03-2039
423216,14-04-2004,"Bmhaudio Portugal Holdings, Unipessoal, Lda. & Comandita","R. Sampaio e Pina, 24 - 26",1099-044,Lisboa,Lisboa,Lisboa,,Batida FM,"R. Sampaio e Pina, 24-26",1099-044,Lisboa,Lisboa,Lisboa,,107.2,Temático - Musical,Local,Lisboa,Amadora,Manuel Cabral,---,BATIDAFM,salvador.ribeiro@bauermedia.pt,29-03-2039
423216,14-04-2004,"Bmhaudio Portugal Holdings, Unipessoal, Lda. & Comandita","R. Sampaio e Pina, 24 - 26",1099-044,Lisboa,Lisboa,Lisboa,,Batida FM Cantanhede,"R. Sampaio e Pina, 24-26",1099-044,Lisboa,Lisboa,Lisboa,,103.00,Temático - Musical,Local,Coimbra,Cantanhede,Manuel Cabral,---,,salvador.ribeiro@bauermedia.pt,05-03-2039
423216,14-04-2004,"Bmhaudio Portugal Holdings, Unipessoal, Lda. & Comandita","R. Sampaio e Pina, 24 - 26",1099-044,Lisboa,Lisboa,Lisboa,,Batida FM Maia,"R. Sampaio e Pina, 24/26",1099-044,Lisboa,Lisboa,Lisboa,,94.3,Temático - Musical,Local,Porto,Maia,Manuel Cabral,--,,salvador.ribeiro@bauermedia.pt,08-05-2039
423216,14-04-2004,"Bmhaudio Portugal Holdings, Unipessoal, Lda. & Comandita","R. Sampaio e Pina, 24 - 26",1099-044,Lisboa,Lisboa,Lisboa,,Batida FM Moita,"R. Sampaio e Pina, 24/26",1099-044,Lisboa,Lisboa,Lisboa,,101.1,Temático - Musical,Local,Setúbal,Moita,Manuel Cabral,----,,salvador.ribeiro@bauermedia.pt,08-05-2039
423216,14-04-2004,"Bmhaudio Portugal Holdings, Unipessoal, Lda. & Comandita","R. Sampaio e Pina, 24 - 26",1099-044,Lisboa,Lisboa,Lisboa,,Cidade FM -  Vale de Cambra,"R. Sampaio e Pina, 24",1099-044,Lisboa,Lisboa,Lisboa,,101.0,Temático - Musical,Local,Aveiro,Vale de Cambra,Manuel Cabral,Teresa Mota,RCLUB VC,salvador.ribeiro@bauermedia.pt,29-03-2039
423216,14-04-2004,"Bmhaudio Portugal Holdings, Unipessoal, Lda. & Comandita","R. Sampaio e Pina, 24 - 26",1099-044,Lisboa,Lisboa,Lisboa,,Cidade FM Centro,"R. Sampaio e Pina, 24-26",1099-044,Lisboa,Lisboa,Lisboa,,99.7,Temático - Musical,Local,Coimbra,Penacova,Manuel Cabral,Teresa Mota,CIDADEFM,salvador.ribeiro@bauermedia.pt,29-03-2039
423216,14-04-2004,"Bmhaudio Portugal Holdings, Unipessoal, Lda. & Comandita","R. Sampaio e Pina, 24 - 26",1099-044,Lisboa,Lisboa,Lisboa,,Cidade FM Lisboa,"R. Padre António Vieira, 5 - 2º",1070-194,Lisboa,Lisboa,Lisboa,,91.6,Temático - Musical,Local,Lisboa,Lisboa,Manuel Cabral,Teresa Mota,CIDADEFM,salvador.ribeiro@bauermedia.pt,05-03-2039
423216,14-04-2004,"Bmhaudio Portugal Holdings, Unipessoal, Lda. & Comandita","R. Sampaio e Pina, 24 - 26",1099-044,Lisboa,Lisboa,Lisboa,,Cidade FM Minho,"R. Sampaio e Pina, 24-26",1099-044,Lisboa,Lisboa,Lisboa,,104.4,Temático - Musical,Local,Braga,Amares,Manuel Cabral,Teresa Mota,CIDADE M,salvador.ribeiro@bauermedia.pt,05-03-2039
423216,14-04-2004,"Bmhaudio Portugal Holdings, Unipessoal, Lda. & Comandita","R. Sampaio e Pina, 24 - 26",1099-044,Lisboa,Lisboa,Lisboa,,Cidade FM Ribatejo,"R. Sampaio e Pina, 24-26",1099-044,Lisboa,Lisboa,Lisboa,,99.3,Temático - Musical,Local,Santarém,Alcanena,Manuel Cabral,Teresa Mota,CIDAD-RI,salvador.ribeiro@bauermedia.pt,05-03-2039
423216,14-04-2004,"Bmhaudio Portugal Holdings, Unipessoal, Lda. & Comandita","R. Sampaio e Pina, 24 - 26",1099-044,Lisboa,Lisboa,Lisboa,,Cidade FM Tejo,"R. Padre António Vieira, 5 - 2º",1070-194,Lisboa,Lisboa,Lisboa,,106.2,Temático - Musical,Local,Setúbal,Montijo,Manuel Cabral,Teresa Mota,CIDADE T,salvador.ribeiro@bauermedia.pt,21-05-2039
423216,14-04-2004,"Bmhaudio Portugal Holdings, Unipessoal, Lda. & Comandita","R. Sampaio e Pina, 24 - 26",1099-044,Lisboa,Lisboa,Lisboa,,M80 Aveiro,"R. Sampaio e Pina, 24-26",1099-044,Lisboa,Lisboa,Lisboa,,94.4,Temático - Musical,Local,Aveiro,Aveiro,Miguel Cruz,Teresa Mota,M80AVEIR,salvador.ribeiro@bauermedia.pt,08-05-2039
423216,14-04-2004,"Bmhaudio Portugal Holdings, Unipessoal, Lda. & Comandita","R. Sampaio e Pina, 24 - 26",1099-044,Lisboa,Lisboa,Lisboa,,M80 Coimbra,"R. Sampaio e Pina, 24-26",1099-044,Lisboa,Lisboa,Lisboa,,98.4,Temático - Musical,Local,Coimbra,Coimbra,Miguel Cruz,Teresa Mota,M80COIMB,salvador.ribeiro@bauermedia.pt,29-03-2039
423216,14-04-2004,"Bmhaudio Portugal Holdings, Unipessoal, Lda. & Comandita","R. Sampaio e Pina, 24 - 26",1099-044,Lisboa,Lisboa,Lisboa,,M80 Leiria,"R. Sampaio e Pina, 24-26",1099-044,Lisboa,Lisboa,Lisboa,,93.0,Temático - Musical,Local,Leiria,Leiria,Miguel Cruz,Teresa Mota,M80LEIRI,salvador.ribeiro@bauermedia.pt,08-05-2039
423216,14-04-2004,"Bmhaudio Portugal Holdings, Unipessoal, Lda. & Comandita","R. Sampaio e Pina, 24 - 26",1099-044,Lisboa,Lisboa,Lisboa,,M80 Manteigas,"R. Sampaio e Pina, 24-26",1099-044,Lisboa,Lisboa,Lisboa,,104.4,Temático - Musical,Local,Guarda,Manteigas,Miguel Cruz,Teresa Mota,,salvador.ribeiro@bauermedia.pt,06-02-2041
423216,14-04-2004,"Bmhaudio Portugal Holdings, Unipessoal, Lda. & Comandita","R. Sampaio e Pina, 24 - 26",1099-044,Lisboa,Lisboa,Lisboa,,M80 Penalva do Castelo,"R. Sampaio e Pina, 24-26",1099-044,Lisboa,Lisboa,Lisboa,,95.6,Temático - Musical,Local,Viseu,Penalva do Castelo,Miguel Cruz,Teresa Mota,M80PCAST,salvador.ribeiro@bauermedia.pt,06-11-2040
423216,14-04-2004,"Bmhaudio Portugal Holdings, Unipessoal, Lda. & Comandita","R. Sampaio e Pina, 24 - 26",1099-044,Lisboa,Lisboa,Lisboa,,M80 Porto,"R. Sampaio e Pina, 24/26",1099-044,Lisboa,Lisboa,Lisboa,,90,Temático - Musical,Local,Porto,Porto,Miguel Cruz,Teresa Mota,M80PORTO,salvador.ribeiro@bauermedia.pt,05-03-2039
423216,14-04-2004,"Bmhaudio Portugal Holdings, Unipessoal, Lda. & Comandita","R. Sampaio e Pina, 24 - 26",1099-044,Lisboa,Lisboa,Lisboa,,M80 Rádio,"R. Sampaio e Pina, 24-26",1099-044,Lisboa,Lisboa,Lisboa,,,Temático - Musical,Regional,,Sul,Miguel Cruz,Teresa Mota,M80,salvador.ribeiro@bauermedia.pt,22-06-2027
423216,14-04-2004,"Bmhaudio Portugal Holdings, Unipessoal, Lda. & Comandita","R. Sampaio e Pina, 24 - 26",1099-044,Lisboa,Lisboa,Lisboa,,M80 Sabugal,"R. Sampaio e Pina, 24-26",1099-044,Lisboa,Lisboa,Lisboa,,96.8,Temático - Musical,Local,Guarda,Sabugal,Miguel Cruz,Teresa Mota,,salvador.ribeiro@bauermedia.pt,05-02-2041
423216,14-04-2004,"Bmhaudio Portugal Holdings, Unipessoal, Lda. & Comandita","R. Sampaio e Pina, 24 - 26",1099-044,Lisboa,Lisboa,Lisboa,,M80 Valongo,"R. Sampaio e Pina, 24-26",1099-044,Lisboa,Lisboa,Lisboa,,105.8,Temático - Musical,Local,Porto,Valongo,Miguel Cruz,Teresa Mota,M80VALNG,salvador.ribeiro@bauermedia.pt,08-05-2039
423216,14-04-2004,"Bmhaudio Portugal Holdings, Unipessoal, Lda. & Comandita","R. Sampaio e Pina, 24 - 26",1099-044,Lisboa,Lisboa,Lisboa,,M80 Vila Real,"R. Sampaio e Pina, 24-26",1099-044,Lisboa,Lisboa,Lisboa,,97.4,Temático - Musical,Local,Vila Real,Vila Real,Miguel Cruz,Teresa Mota,M80VREAL,salvador.ribeiro@bauermedia.pt,22-12-2039
423216,14-04-2004,"Bmhaudio Portugal Holdings, Unipessoal, Lda. & Comandita","R. Sampaio e Pina, 24 - 26",1099-044,Lisboa,Lisboa,Lisboa,,Rádio Comercial,"R. Sampaio e Pina, 24 - 26",1099-044,Lisboa,Lisboa,Lisboa,,,Generalista,Nacional,,,Diogo Beja,Teresa Mota,COMRCIAL,salvador.ribeiro@bauermedia.pt,28-12-2040
423216,14-04-2004,"Bmhaudio Portugal Holdings, Unipessoal, Lda. & Comandita","R. Sampaio e Pina, 24 - 26",1099-044,Lisboa,Lisboa,Lisboa,,Rádio Satélite,"R. Sampaio e Pina, 24-26",1099-044,Lisboa,Lisboa,Lisboa,,107.2,Temático - Musical,Local,Porto,Vila Nova de Gaia,Manuel Cabral,Teresa Mota,CIDADE,salvador.ribeiro@bauermedia.pt,29-03-2039
423216,14-04-2004,"Bmhaudio Portugal Holdings, Unipessoal, Lda. & Comandita","R. Sampaio e Pina, 24 - 26",1099-044,Lisboa,Lisboa,Lisboa,,Smooth FM,"R. Sampaio e Pina, 24-26",1099-044,Lisboa,Lisboa,Lisboa,,103.0,Temático - Musical,Local,Setúbal,Barreiro,Miguel Cruz,Teresa Mota,,salvador.ribeiro@bauermedia.pt,08-05-2039
423216,14-04-2004,"Bmhaudio Portugal Holdings, Unipessoal, Lda. & Comandita","R. Sampaio e Pina, 24 - 26",1099-044,Lisboa,Lisboa,Lisboa,,Smooth FM Figueiró,"R. Sampaio e Pina, 24-26",1099-044,Lisboa,Lisboa,Lisboa,,92.8,Temático - Musical,Local,Leiria,Figueiró dos Vinhos,Miguel Cruz,Teresa Mota,SMOOTHFI,salvador.ribeiro@bauermedia.pt,22-12-2039
423216,14-04-2004,"Bmhaudio Portugal Holdings, Unipessoal, Lda. & Comandita","R. Sampaio e Pina, 24 - 26",1099-044,Lisboa,Lisboa,Lisboa,,Smooth FM Lisboa,"R. Sampaio e Pina,  24-26",1099-044,Lisboa,Lisboa,Lisboa,,96.6,Temático - Musical,Local,Lisboa,Lisboa,Miguel Cruz,Teresa Mota,,salvador.ribeiro@bauermedia.pt,05-03-2039
423216,14-04-2004,"Bmhaudio Portugal Holdings, Unipessoal, Lda. & Comandita","R. Sampaio e Pina, 24 - 26",1099-044,Lisboa,Lisboa,Lisboa,,Smooth FM Matosinhos,"R. Sampaio e Pina, 24/26",1099-044,Lisboa,Lisboa,Lisboa,,89.5,Temático - Musical,Local,Porto,Matosinhos,Miguel Cruz,Teresa Mota,,salvador.ribeiro@bauermedia.pt,29-03-2039
423216,14-04-2004,"Bmhaudio Portugal Holdings, Unipessoal, Lda. & Comandita","R. Sampaio e Pina, 24 - 26",1099-044,Lisboa,Lisboa,Lisboa,,Smooth FM Santarém,"R. Sampaio e Pina, 24-26",1099-044,Lisboa,Lisboa,Lisboa,,97.7,Temático - Musical,Local,Santarém,Santarém,Miguel Cruz,Teresa Mota,,salvador.ribeiro@bauermedia.pt,08-05-2039
423218,14-04-2004,"Rádio Escuro, CRL","Rua José Martins, 28-30",3650-220,Vila Nova de Paiva,Vila Nova de Paiva,Viseu,,Rádio Escuro,"Rua José Martins, 28-30",3650-220,Vila Nova de Paiva,Vila Nova de Paiva,Viseu,,98.0,Generalista,Local,Viseu,Vila Nova de Paiva,Rui Chaves,José Luís Araújo,R ESCURO,radioescuro@gmail.com,29-03-2039
423219,15-04-2004,"Rádio Ilha, Lda.",Rua B-EST 25 de Abril,9760-403,Praia da Vitória,Praia da Vitória,Ilha Terceira,Região Autónoma dos Açores,Top FM - Praia da Vitória,Canada da Francesa 29,9700-590,Angra do Heroísmo,Angra do Heroísmo,Ilha Terceira,Região Autónoma dos Açores,106.6,Generalista,Local,Ilha Terceira,Praia da Vitória,João Saavedra Bruges da Paz,Jorge Manuel Pereira Brum Pacheco,_T_O_P_,gerencia@mytopfm.pt,05-03-2039
423221,26-04-2004,"Baobad - Comunicações e Publicações, S.A.","Av. Visconde de Barreiros, 89, 4º",4470-151,Maia,Maia,Porto,,Metropolitana FM 96.2  ,Santo António da Charneca - Quinta do Abrantes,2835-683,Santo António da Charneca,Barreiro,Setúbal,,96.2,Temático - Musical,Local,Setúbal,Barreiro,Angélica Maria Corgo Santos da Nova,Angélica Maria Corgo Santos da Nova,RADIOMFM,administrativos@canal5.pt,08-05-2039
423221,26-04-2004,"Baobad - Comunicações e Publicações, S.A.","Av. Visconde de Barreiros, 89, 4º",4470-151,Maia,Maia,Porto,,Observador 88.1,"R. 11 de Outubro, 178 - Apartado 15",3700-210,São João da Madeira,São João da Madeira,Aveiro,,88.1,Temático - Informativo,Local,Aveiro,São João da Madeira,Angélica Santos,Angélica Santos,OBSRVDOR,administrativos@canal5.pt,14-11-2030
423222,04-06-2004,"Jornal da Trofa, Lda.","Av. Visconde de Barreiros, 89, 5.º",4470-151,Maia,Maia,Porto,,Rádio NoAr,"Av. Visconde de Barreiros, 89 - 5º",4470-151,Maia,Maia,Porto,,107.8,Temático - Musical,Local,Porto,Santo Tirso,José Augusto Teixeira Gomes,Angélica Maria Corgo Santos da Nova,R.NOAR,administrativos@canal5.pt,08-05-2039
423223,08-06-2004,"Rádio 90 FM, Coimbra - Radiodifusão, Lda","Quinta do Bom Pastor, Estrada da Buraca, 8-12",1549-025,Lisboa,Lisboa,Lisboa,,Mega Hits - Coimbra,"Estádio EFAPEL - Cidade de Coimbra, Camarote 17,  R. D. Manuel I, 78",3030-320,Coimbra,Coimbra,Coimbra,,90.0,Temático - Musical,Local,Coimbra,Coimbra,Nelson de Carvalho Cunha,José Pedro Leal Gonçalves,,paula.matos@rmultimedia.pt,29-03-2039
423226,26-04-2004,"Rádio Metropolitana - Comunicação Social, Lda","R. António Luís Gomes, 138 - C",4400-125,Vila Nova de Gaia,Vila Nova de Gaia,Porto,,Mega Hits Porto,"R. António Luís Gomes, 138 C",4400-125,Vila Nova de Gaia,Vila Nova de Gaia,Porto,,90.6,Temático - Musical,Local,Porto,Gondomar,Nelson de Carvalho Cunha,José Pedro Leal Gonçalves,,paula.matos@rmultimedia.pt,08-05-2039
423227,02-07-2004,"Rádio Comercial dos Açores, Lda","R. Dr. Bruno Tavares Carreiro, 34 - 2º - Ilha de S. Miguel",9500-055,Ponta Delgada,Ponta Delgada,Ilha de São Miguel,Região Autónoma dos Açores,Rádio Comercial dos Açores,"R. Dr. Bruno Tavares Carreiro, 34 - 2º",9500-055,Ponta Delgada,Ponta Delgada,Ilha de São Miguel,Região Autónoma dos Açores,99.4,Temático - Informativo,Local,Ilha de São Miguel,Ponta Delgada,Vítor Santos,Vítor Santos,,carla.ferreirinha@noticiasilimitadas.pt,05-03-2039
423228,07-07-2004,"Empresa do Jornal O Correio de Fafe, Lda","R. João XXIII, 23, 1º",4820-135,Fafe,Fafe,Braga,,M80 Minho,"R. Sampaio e Pina, 24/26",1099-044,Lisboa,Lisboa,Lisboa,,103.8,Temático - Musical,Local,Braga,Fafe,Miguel Cruz,Teresa Mota,M80MINHO,emarinho-5081p@adv.oa.pt,08-05-2039
423229,07-07-2004,"Lamegráfica - Sociedade Comercial e Editorial, Lda.","Av. Marquês de Soveral, 69",5130-321,São João da Pesqueira,São João da Pesqueira,Viseu,,Radio Voz do Douro,"Av. Marquês de Soveral, 69",5130-321,São João da Pesqueira,São João da Pesqueira,Viseu,,99.4,Generalista,Local,Viseu,São João da Pesqueira,Manuel Henrique Teixeira Santana,Manuel Henrique Teixeira Santana,,vozdodouro@gmail.com,22-05-2026
423230,19-07-2004,"Cooperativa de Produções Radiofónicas Rádio Limite de Castro Daire, CRL",Av. Maria Alcina Fadista - Complexo Desportivo de Castro Daire,3600-199,Castro Daire,Castro Daire,Viseu,,Rádio Limite,Av. Maria Alcina Fadista - Complexo Desportivo de Castro Daire,3600-199,Castro Daire,Castro Daire,Viseu,,89.0,Generalista,Local,Viseu,Castro Daire,Gil Peres,Gil Peres,R.LIMITE,geral.radiolimite@gmail.com,05-03-2039
423231,21-07-2004,"V.D.R.F. - Electrónica, Audio e Equipamento de Telecomunicações, Lda","Av. Visconde de Barreiros, 89 - 5º",4470-151,Maia,Maia,Porto,,Metropolitana FM 96.3,"Av. Visconde de Barreiros, 89 - 5º",4470-151,Maia,Maia,Porto,,96.3,Temático - Musical,Local,Aveiro,Espinho,Angélica Maria Corgo dos Santos da Nova,Angélica Maria Corgo dos Santos da Nova,RADIOMFM,administrativos@canal5.pt,05-03-2039
423232,06-08-2004,"Cooperativa de Difusão Cultural Jorgense, C.R.L.","R. Cunha da Silveira, 25",9800-531,Velas,Velas,Ilha de São Jorge,Região Autónoma dos Açores,Rádio Lumena,"R. Cunha da Silveira, 25",9800-531,Velas,Velas,Ilha de São Jorge,Região Autónoma dos Açores,107.1,Generalista,Local,Ilha de São Jorge,Velas,Norberto Luís,Mark Marques,R.LUMENA,radiolumena@gmail.com,05-03-2039
423233,12-10-2004,"RS - Rádio Singa, CRL",B. Novo do Castelo - Edifício Camarário - 1 E -  Apartado 60,7900-110,Ferreira do Alentejo,Ferreira do Alentejo,Beja,,Rádio Singa,B. Novo do Castelo - Edifício Camarário - 1 E,7900-110,Ferreira do Alentejo,Ferreira do Alentejo,Beja,,104,Generalista,Local,Beja,Ferreira do Alentejo,António Carlos da Cruz Toscano,Justino Engana,SINGA FM,geral@singafm.com,05-03-2039
423235,16-11-2004,"Rádio Independente de Aveiro - Cooperativa de Radiodifusão, CRL","Av. Lourenço Peixinho, 173 - 8.º",3800-167,Aveiro,Aveiro,Aveiro,,Cidade FM Aveiro,"Av. Lourenço Peixinho, 173 - 8º",3800-167,Aveiro,Aveiro,Aveiro,,105.6,Temático - Musical,Local,Aveiro,Aveiro,José Armando Leite,Teresa Mota,CIDADEFM,105.6@radio.fm,08-05-2039
