Listagem de Publicações Periódicas ativas à data de 01 de setembro de 2026,,,,,,,,,,,,,,,,,,,,,,
NÚMERO DE REGISTO,DATA DE INSCRIÇÃO,DENOMINAÇÃO,SUPORTE,ÂMBITO,CONTEÚDO,PERIODICIDADE,SITUAÇÃO PP,MORADA SEDE REDAÇÃO,CÓDIGO POSTAL SEDE REDAÇÃO,LOCALIDADE SEDE REDAÇÃO,CONCELHO SEDE REDAÇÃO,DISTRITO SEDE REDAÇÃO,EDITOR,DIRETOR,DIRETOR ADJUNTO,SUBDIRETOR,NOME / DESIGNAÇÃO SOCIAL - PROPRIETÁRIO,CONCELHO,DISTRITO,REGIÃO AUTÓNOMA PROP,ENDEREÇO DE CORREIO ELETRÓNICO,WEBSITE
127954,11-08-2023,Mundo Informal TV,Online,Regional,Informação Geral,Diária,Registo Definitivo,Rua Raimundo Carvalho 290,4430-185,Vila Nova de Gaia,Vila Nova de Gaia,Porto,"Mundo Informal, Unipessoal, Lda",Manuel António Moreira Ribeiro,,,"Mundo Informal, Unipessoal, Lda",Vila Nova de Gaia,Porto,,programacao@mitv.pt,https://www.mitv.pt
127955,11-08-2023,Sempre à Mão Notícias,Online,Regional,Informação Geral,Diária,Registo Definitivo,"Zona Industrial de Loulé, Prédio Cace, Escritório 07",8100-272,Loulé,Loulé,Faro,"Rocha & Albergaria, Lda",Fabricio da Rocha de Souza,,,"Rocha & Albergaria, Lda",Loulé,Faro,,rochaealbergaria@gmail.com,https://sempreamaonoticias.pt
127957,17-08-2023,Christian Life Magazine,Online,Nacional,Doutrinária,Semanal,Registo Definitivo,"Avenida de Fitares nº 42, 1ºA",2635-628,Rinchoa,Sintra,Lisboa,Carlos Rafael dos Passos de oliveira,Carlos Rafael dos Passos de Oliveira,,,"Christian Life Audiovisuais, Unipessoal, Lda.",Sintra,Lisboa,,rafaeloliveira@app-christianlife.com,http://www.app-christianlife.com
127958,28-08-2023,Notícias de Águeda,Online,Regional,Informação Geral,Diária,Registo Definitivo,"Rua António Ribeiro Matos, 257",3750-303,Águeda,Águeda,Aveiro,Sara Soares,Nuno Miguel Domingues Soares,,,"TVC Televisão do Centro, Lda.",Águeda,Aveiro,,geral@tvc.pt,http://www.noticiasdeagueda.pt
127961,30-08-2023,Independência,Online,Nacional,Informação Especializada,Semestral,Registo Definitivo,"Largo de São Domingos, 11, Palácio da Independência",1150-320,Lisboa,Lisboa,Lisboa,Sociedade Histórica da Independência de Portugal,José Ribeiro e Castro,,Ana Maria Proserpio,Sociedade Histórica da Independência de Portugal,Lisboa,Lisboa,,shipgeral@ship.pt,https://www.revistaindependencia.pt
127963,04-09-2023,Ruptura,Papel/Online,Nacional,Doutrinária,Bimestral,Registo Definitivo,"Rua de Arroios, 165",1150-053,Lisboa,Lisboa,Lisboa,João Carlos de Gouveia Pascoal,João Carlos de Gouveia Pascoal,,,Gil de Oliveira Garcia,Oeiras,Lisboa,,gil.garcia.g@gmail.com,
127965,07-09-2023,Estórias Magazine,Online,Nacional,Informação Especializada,Semanal,Registo Definitivo,"Estrada das Pedreiras, 73",2970-578,Pedreiras,Sesimbra,Setúbal,Elisabete Catarino Guerreiro,Paula Cristina Alveno dos Santos,,,Elisabete Catarino Guerreiro,Sesimbra,Setúbal,,elisabeteguerreiro@estoriasmagazine.pt,https://www.estoriasmagazine.pt
127969,15-09-2023,Rural Digital Nomads,Online,Nacional,Informação Especializada,Quinzenal,Registo Definitivo,"Av. Marçal Pacheco, 56, 1º Esq.",8100-505,Loulé,Loulé,Faro,Fábio Guilherme Palma Jesuíno,Fábio Guilherme Palma Jesuíno,,,"Virgula, Unipessoal, Lda.",Loulé,Faro,,info@ruraldigitalnomads.com,https://www.ruraldigitalnomads.com/
127970,15-09-2023,Revista Reabilitação e Traumatologia do Desporto,Online,Nacional,Informação Especializada,Semestral,Registo Definitivo,"Rua 25 Abril, Lote 4",3045-501,Coimbra,Coimbra,Coimbra,João Paulo Neves Branco,João Paulo Neves Branco,Pedro Emanuel Batista Melo Simões Figueiredo,,João Paulo Neves Branco,Coimbra,Coimbra,,joaobrancofmuc@hotmail.com,https://jrtd.pt/jornal
127971,22-09-2023,e-catim Boletim Digital,Online,Nacional,Informação Especializada,Trimestral,Registo Definitivo,"R. dos Plátanos, 197",4100-414,Porto,Porto,Porto,Maria Fernandes,Francisco José Neves Alba,,Vânia Pacheco,Centro de Apoio Tecnológico à Indústria Metalomecânica,Porto,Porto,,catim@catim.pt,https://www.projetoscatim.com/e-boletim
127972,22-09-2023,Revista de Maçonaria,Papel,Nacional,Informação Especializada,Semestral,Registo Definitivo,"Av. 5 de Outubro, 31, 6º",1050-047,Lisboa,Lisboa,Lisboa,Manuel Pinto dos Santos,Fernando Manuel Lúcio Marques da Costa,,,"Fine Mirabilis Consulting, Lda.",Lisboa,Lisboa,,geral@fmconsulting.pt,
127973,29-09-2023,+DIGITAL DECO PROTeste,Papel/Online,Nacional,Informação Especializada,Bimestral,Registo Definitivo,"Av. Eng. Arantes e Oliveira, 13",1900-221,Lisboa,Lisboa,Lisboa,"Deco Proteste, Editores, Lda.",Cláudia Marisa Ferreira Maia,,,"Deco Proteste, Editores, Lda.",Lisboa,Lisboa,,claudia.maia@deco.proteste.pt,http://www.deco.proteste.pt
127976,09-11-2023,1000 Maiores Empresas,Papel/Online,Nacional,Informação Especializada,Anual,Registo Definitivo,"R. Pedro Julião, 114 - R/C",4470-349,Maia,Maia,Porto,"Severaldiscoveries Unipessoal, Lda.",Artur Bacelar,,,Artur José Machado Bacelar,Maia,Porto,,artur@maiahoje.pt,http://www.1000maiores.pt
127977,09-11-2023,O Jornal,Online,Regional,Informação Geral,Semanal,Registo Definitivo,"Rua Dr. José de Bastos, 5 - A",2560-332,Torres Vedras,Torres Vedras,Lisboa,"Páginas Radiantes Unipessoal, Lda.",Florival António Candeias Pinto,,,"Presslivre - Imprensa Livre, Lda.",Torres Vedras,Lisboa,,administracao@presslivre.pt,https://www.ojornal.pt
127978,10-11-2023,Sete Jornal,Online,Regional,Informação Geral,Semanal,Registo Definitivo,"Rua de Tregosa, 2178",4905-150,Tregosa,Barcelos,Braga,"SETE - Sociedade Empresarial de Títulos Editoriais, Lda.",Paulo Jorge da Graça Vila,,,"SETE - Sociedade Empresarial de Títulos Editoriais, Lda.",Barcelos,Braga,,setejornal@gmail.com,https://www.setejornal.pt
127980,16-11-2023,Popular TV,Online,Regional,Informação Geral,Diária,Registo Definitivo,"Rua Dr. José de Bastos, 2, B",2560-332,Torres Vedras,Torres Vedras,Lisboa,Páginas Radiantes - Unipessoal Lda.,Ana Rita dos Santos Pedro Lopes ,,,Páginas Radiantes - Unipessoal Lda.,Torres Vedras,Lisboa,,grupooestesolucoes@gmail.com,https://www.populartv.pt
127982,17-11-2023,Zahara,Papel,Regional,Informação Especializada,Semestral,Registo Definitivo,Praça Raimundo José Soares Mendes. 20,2200-366,Abrantes,Abrantes,Santarém,Palha de Abrantes - Associação de Desenvolvimento Cultural,José Martinho Serras Gaspar,José Alves Jana; Maria Teresa Aparício,,Palha de Abrantes - Associação de Desenvolvimento Cultural,Abrantes,Santarém,,zahara.cehla@gmail.com,
127983,27-11-2023,Jornal Concelho de Palmela,Papel/Online,Regional,Informação Geral,Semanal,Registo Definitivo,"R. Fialho de Almeida, 14, 2º Esq., Escritório DH6",1070-129,Lisboa,Lisboa,Lisboa,PENA MÁGICA - Comunicação & Informação Unipessoal Lda,Donatília Braço Forte,,,"Centralnews - Comunicação & Informação, Unipessoal, Lda.",Lisboa,Lisboa,,geral@jornalconcelhodepalmela.pt,https://www.jornalconcelhodepalmela.pt
127984,05-12-2023,Portuguese Kidney Journal,Online,Nacional,Informação Especializada,Trimestral,Registo Definitivo,"Lg. do Campo Pequeno, 2 - 2.ºA",1000-078,Lisboa,Lisboa,Lisboa,José António Lopes,Edgar Avito Fernandes Almeida,,,Sociedade Portuguesa de Nefrologia,Lisboa,Lisboa,,geral@spnefro.pt,https://pkj.spnefro.pt
127985,06-12-2023,"Gaya - Estudos de História, Arqueologia e Património",Papel/Online,Nacional,Informação Especializada,Anual,Registo Definitivo,"Tv. Condes de Resende, 110",4410-264,Canelas,Vila Nova de Gaia,Porto,Amigos do Solar Condes de Resende-Confraria Queirosiana,Joaquim António Gonçalves Guimarães,,,Amigos do Solar Condes de Resende-Confraria Queirosiana,Vila Nova de Gaia,Porto,,queirosiana@gmail.com,https://www.queirosiana.pt
127986,06-12-2023,Central Press,Online,Regional,Informação Geral,Diária,Registo Definitivo,"R. Pedro Nunes, Edifício C,  Sala 0.22",3030-199,Coimbra,Coimbra,Coimbra,"CentralTV - Central Press Network, S.A.",Hotchay Nahary Agostinho Gonçalves Pereira Guimarães,,,"CentralTV - Central Press Network, S.A.",Coimbra,Coimbra,,admin@centralpressnetwork.com,https://www.centralpress.pt
127992,17-01-2024,Digital Inside,Online,Nacional,Informação Especializada,Diária,Registo Definitivo,"R. João Saraiva, 38",1700-250,Lisboa,Lisboa,Lisboa,João Miguel Narciso Candeias Mesquita Gonçalves,João Miguel Narciso Candeias Mesquita Gonçalves,,,João Miguel Narciso Candeias Mesquita Gonçalves,Lisboa,Lisboa,,jmesquita@digitalinside.pt,https://www.digitalinside.pt
127993,23-01-2024,Igreja Militante,Online,Nacional,Doutrinária,Mensal,Registo Definitivo,"R. Cláudio Nunes, 116",1500-178,Lisboa,Lisboa,Lisboa,Milícia de São Miguel - União para a Cultura e Civilização Cristãs,César Augusto Vaz Canedo,,,Milícia de São Miguel - União para a Cultura e Civilização Cristãs,Lisboa,Lisboa,,igrejamilitante.msm@gmail.com,https://--
127994,24-01-2024,New In Cascais,Online,Regional,Informação Especializada,Diária,Registo Definitivo,"R. António Albino Machado, 13 B",1600-831,Lisboa,Lisboa,Lisboa,Jaime Martins Alberto,Jaime Martins Alberto,,,"Madmen, Lda.",Lisboa,Lisboa,,sandra.piedade@grupowat.com,https://newincascais.nit.pt/
127996,29-01-2024,Viana TV,Online,Regional,Informação Geral,Diária,Registo Definitivo,Praça 1º de Maio nº 115,4900-534,Viana do Castelo,Viana do Castelo,Viana do Castelo,Eduarda Patrícia da Costa Alves,Pedro Sérgio Lima Xavier,,,Conversas e Ângulos - Produções Audiovisuais Lda.,Viana do Castelo,Viana do Castelo,,geral@vianatv.pt,https://www.vianatv.pt
127998,06-02-2024,Rent Magazine,Online,Nacional,Informação Especializada,Trimestral,Registo Definitivo,"Av. 5 de Outubro, 70 - 9.º",1050-059,Lisboa,Lisboa,Lisboa,Associação Nacional dos Locadores de Veículos - ARAC,Joaquim Manuel Robalo de Almeida,,,Associação Nacional dos Locadores de Veículos - ARAC,Lisboa,Lisboa,,arac@arac.pt,https://www.arac.pt
127999,06-02-2024,Notícias Terras de Sol,Papel,Regional,Informação Geral,Trimestral,Registo Definitivo,"R. do Coro, 37",7885-054,Amareleja,Moura,Beja,João Alberto Catalão Garrido Ferreira,João Alberto Catalão Garrido Ferreira,,,João Alberto Catalão Garrido Ferreira,Moura,Beja,,jcatalao@activeup.pt,http://www.terrasdesol.pt
128001,15-02-2024,O Norte Desportivo,Online,Nacional,Informação Especializada,Mensal,Registo Suspenso,"Rua Cidade Vila do Conde, 16 B",7300-132,Portalegre,Portalegre,Portalegre,"Justpoetic, Lda",António de Jesus Leite,,,"Justpoetic, Lda",Portalegre,Portalegre,,justpoetic2024@gmail.com,http://www.onortedesportivo.pt
128003,26-02-2024,Arcos em Destaque,Online,Regional,Informação Geral,Semanal,Registo Definitivo,"Praça Dom Manuel I, Edif. Ponte Nova, Bl. 4, R/C, Lj. 60",4970-595,Arcos de Valdevez,Arcos de Valdevez,Viana do Castelo,Vanessa Taleia Reitor Almeida,Vanessa Taleia Reitor Almeida,,,Vanessa Taleia Reitor Almeida,Ponte da Barca,Viana do Castelo,,geral@arcosemdestaque.pt,https://www.arcosemdestaque.pt
128007,05-03-2024,"E-Auto, O Automóvel no Presente e no Futuro",Papel/Online,Nacional,Informação Especializada,Mensal,Registo Definitivo,"R. do Alfaiate, 19",2890-347,São Francisco,Alcochete,Setúbal,"JC Edições e Publicações, Unipessoal Lda.",José Manuel Pança Caetano,,,"JC Edições e Publicações, Unipessoal Lda.",Alcochete,Setúbal,,jcaetano@e-auto.pt,https://www.e-auto.pt
128008,12-03-2024,Setúbal Notícias,Online,Regional,Informação Geral,Mensal,Registo Definitivo,"R. Henrique Costa Neves, 5 - R/C Esq.",2910-533,Setúbal,Setúbal,Setúbal,Igor Pereira,Igor Pereira,,,Igor Pereira,Setúbal,Setúbal,,contacto@setubalnoticias.pt,https://www.setubalnoticias.pt
128009,13-03-2024,Printz Media,Online,Nacional,Informação Especializada,Bissemanal,Registo Definitivo,"R. Arquitecto Miguel Nogueira, Lt. 8, 2º Trás",4900-300,Viana do Castelo,Viana do Castelo,Viana do Castelo,Ana Isabel Oliveira Ribeiro,Ana Isabel Oliveira Ribeiro,,,Ana Isabel Oliveira Ribeiro,Viana do Castelo,Viana do Castelo,,anaoliveiraribeiro8@gmail.com,http://www.printz-media.pt
128010,18-03-2024,"Muros - Imaginamos a Eurorregião Alentejo, Algarve e Andaluzia",Online,Regional,Informação Especializada,Anual,Registo Definitivo,"Sítio do Malhão, Casa Boa Vista, Caixa Postal 272",8950-191,Malhão,Castro Marim,Faro,Susana Helena de Sousa Laurent,Susana Helena de Sousa Laurent,,,"Delaurent  - Turismo, Comunicação e Consultoria, Lda.",Castro Marim,Faro,,geral@muros.online,https://www.muros.online
128011,18-03-2024,Jornal do Sindicato dos Trabalhadores em Funções Públicas e Sociais do Sul e Regiões Autónomas,Papel,Regional,Informação Especializada,Anual,Registo Definitivo,"Av. Luís Bívar, 12",1069-140,Lisboa,Lisboa,Lisboa,Alcides Manuel Pacheco da Rocha Teles,Alcides Manuel Pacheco da Rocha Teles,,,Sindicato dos Trabalhadores em Funções Públicas e Sociais do Sul e Regiões Autónomas,Lisboa,Lisboa,,geral@stfpssra.pt,
128012,21-03-2024,Notícias de Anadia,Online,Regional,Informação Geral,Diária,Registo Definitivo,"R. do Calvário, 19",3750-836,Valongo do Vouga,Águeda,Aveiro,Nuno Miguel Domingues Soares,Nuno Miguel Domingues Soares,,,"TVC Televisão do Centro, Lda.",Águeda,Aveiro,,nunodesoares@gmail.com,http://www.noticiasdeanadia.pt
128013,26-03-2024,Crítica XXI,Papel,Nacional,Informação Especializada,Trimestral,Registo Definitivo,"Av. Fontes Pereira de Melo, 29, 3.º",1050-117,Lisboa,Lisboa,Lisboa,Carlos Maria Bobone,Jaime Nogueira Pinto,,,Associação Recreativa Crítica XXI,Lisboa,Lisboa,,geral@criticaxxi.pt,
128014,26-03-2024,Notícias de Albufeira Jornal Regional do Algarve,Papel/Online,Regional,Informação Geral,Mensal,Registo Definitivo,"Rua Bartolomeu Dias, 1 r/c",8200-096,Albufeira,Albufeira,Faro,Nuno Filipe Bento Lóres Gomes Machado,Nuno Filipe Bento Lóres Gomes Machado,,,"Albufeira Magazine - Imagem e Empreendimentos Turísticos, Lda.",Albufeira,Faro,,nuno_007_albufeira@hotmail.com,https://www.noticiasalbufeira.com
128016,09-04-2024,Jornal Cordovense,Online,Regional,Informação Geral,Diária,Registo Definitivo,"R. do Cruzeiro, 146",4825-288,Monte Córdova,Santo Tirso,Porto,Luís Filipe Ferreira Maia,Luís Filipe Ferreira Maia,,,Luís Filipe Ferreira Maia,Guimarães,Braga,,luis.maia78@gmail.com,https://www.jornalcordovense.com
128017,11-04-2024,Música & Som,Online,Nacional,Informação Especializada,Semanal,Registo Definitivo,"Rua Eng. Castanheira das Neves, Lote 3, Loja Esquerda",2660-016,Frielas,Loures,Lisboa,AEMpress LDA,Fernando Marques,,,"AEMpress, Lda.",Loures,Lisboa,,podcast@musicaesom.com,https://www.musicaesom.pt
128019,23-04-2024,Espiral do Tempo,Online,Nacional,Informação Especializada,Semanal,Registo Definitivo,"Av. Almirante Reis, 39",1169-039,Lisboa,Lisboa,Lisboa,Cesarina Amaral Frade Bruno de Sousa,Cesarina Amaral Frade Bruno de Sousa,,,"Company One - Publicações Unipessoal, Lda.",Lisboa,Lisboa,,geral@companyone.pt,https://www.espiraldotempo.com
128021,24-04-2024,Guia do Automóvel,Papel/Online,Nacional,Informação Especializada,Anual,Registo Definitivo,"R. das Motas, 27, 2º",4150-521,Porto,Porto,Porto,"I-Sigma - Sociedade Gestora de Portais, Unipessoal Lda.",Nuno António Russo Dias dos Santos Poço,,,Nuno António Russo Dias dos Santos Poço,Matosinhos,Porto,,nuno.poco@netcar.pt,
128023,02-05-2024,Motor24,Online,Nacional,Informação Especializada,Semanal,Registo Definitivo,"R. Tomás da Fonseca, Torre E, 3º",1600-209,Lisboa,Lisboa,Lisboa,"Global Notícias-Media Group, S.A.",Filipe dos Santos Alves,Ricardo Simões Ferreira,,"Global Notícias - Media Group, S.A.",Lisboa,Lisboa,,ricardo.ferro@globalmediagroup.pt,http://motor24.pt
128025,13-05-2024,Tauromaquia.com.pt,Online,Nacional,Informação Especializada,Diária,Registo Definitivo,"Lg. do Tabelião, 8 - 1.º Dto",1150-344,Lisboa,Lisboa,Lisboa,Rui Miguel Lavrador da Conceição,Rui Miguel Lavrador da Conceição,,,Rui Miguel Lavrador da Conceição,Lisboa,Lisboa,,geral.infocul@gmail.com,https://www.tauromaquia.com.pt
128027,22-05-2024,Confraria,Papel/Online,Nacional,Informação Especializada,Trimestral,Registo Definitivo,"Rua Lage do Monte, 56",3500-891,Lourosa de Cima,Viseu,Viseu,Federação Portuguesa das Confrarias Gastronómicas,José Luis Araújo,,,Federação Portuguesa das Confrarias Gastronómicas,Santarém,Santarém,,fpcg.geral@gmail.com,https://www.fpcg.pt
128028,03-06-2024,Diário da Bairrada,Online,Regional,Informação Geral,Diária,Registo Definitivo,"R. do Calvário, 19",3750-836,Valongo do Vouga,Águeda,Aveiro,Nuno Soares,Sara Raquel Ferreira Salgado Soares,,,"TVC Televisão do Centro, Lda.",Águeda,Aveiro,,nunodesoares@gmail.com,http://www.diariodabairrada.pt
128029,05-06-2024,Terras de Basto,Papel/Online,Regional,Informação Geral,Quinzenal,Registo Definitivo,"R. Francisco Botelho, 363",4860-501,Refojos de Basto,Cabeceiras de Basto,Braga,Letrasestratégicas - Lda.,João Paulo Machado Mesquita,,,Letrasestratégicas - Lda.,Celorico de Basto,Braga,,geral@terrasdebasto.pt,https://www.jornaldebasto.pt
128031,11-06-2024,O Templário,Papel/Online,Regional,Informação Geral,Semanal,Registo Definitivo,"R. da Saudade, 17",2305-101,Asseiceira,Tomar,Santarém,"Traços & Sílabas, Unipessoal Lda.",Isabel Maria da Silva Miliciano,,,"Traços & Sílabas, Unipessoal Lda.",Tomar,Santarém,,isabelmiliciano@gmail.com,https://www.otemplario.pt
128034,24-06-2024,Momento do Porto,Online,Regional,Informação Geral,Mensal,Registo Definitivo,"Av. de França, 256, 5º Esc 5.2",4050-276,Porto,Porto,Porto,Sérgio Dias dos Santos,Sérgio Dias dos Santos,,,Sérgio Dias dos Santos,Porto,Porto,,200sergiosantos@gmail.com,https://www.momentodoporto.pt
128035,27-06-2024,Gente de Basto,Papel,Regional,Informação Geral,Mensal,Registo Definitivo,"Rua do Pomar, 250",4890-282,Celorico de Basto,Celorico de Basto,Braga,"Jornal de Basto, Unipessoal Lda.",António Maria da Silva Teixeira,,,"Jornal de Basto, Unipessoal Lda.",Celorico de Basto,Braga,,jornaldebasto@gmail.com,
128036,27-06-2024,AlbiNotícias,Online,Regional,Informação Geral,Diária,Registo Definitivo,"Centro Comercial S. Tiago, L27",6000-076,Castelo Branco,Castelo Branco,Castelo Branco,João Nuno Rita Sousa Briosa,João Nuno Rita Sousa Briosa,,,"Tertúlias & Vielas, Unipessoal, Lda.",Castelo Branco,Castelo Branco,,geral.albinoticias@gmail.com,http://www.albinoticias.pt
128039,11-07-2024,Travel Magg,Online,Nacional,Informação Especializada,Semanal,Registo Definitivo,"Av. Dom Rodrigo da Cunha, 20 - 2.º B Direito Norte",1700-141,Lisboa,Lisboa,Lisboa,"Creative Ninjas, Unipessoal Lda.",Maria Raquel Marques da Costa,,,"Creative Ninjas, Unipessoal Lda.",Lisboa,Lisboa,,ricardopereira@travelmagg.pt,https://www.sapo.pt/parceiro/travel-magg
128040,17-07-2024,Nossoterritório.pt,Online,Regional,Informação Geral,Diária,Registo Definitivo,"Rua Abel Ribeiro, 15 r/c Dto",4640-100,Baião,Baião,Porto,Sandra Luísa Pinto Teixeira,Sandra Luísa Pinto Teixeira,,,Sandra Luísa Pinto Teixeira,Baião,Porto,,info@nossoterritorio.pt,https://www.nossoterritorio.pt
128041,23-07-2024,Notícias dos Homens,Papel,Nacional,Informação Especializada,Anual,Registo Definitivo,"Rua Penalves, 324",4490-542,Póvoa de Varzim,Póvoa de Varzim,Porto,Fernando Tavares de Oliveira,Fernando Tavares de Oliveira,,,Fernando Tavares de Oliveira,Póvoa de Varzim,Porto,,tavares.oliveira@tavaresoliveira.com,
128042,29-07-2024,Factual_digital.,Online,Nacional,Informação Geral,Mensal,Registo Suspenso,"Av. das Forças Armadas, 40",1649-026,Lisboa,Lisboa,Lisboa,IPPS - IUL Instituto para as Políticas Públicas e Sociais,Gustavo Alberto Seabra Leitão Cardoso,,,IPPS - IUL Instituto para as Políticas Públicas e Sociais,Lisboa,Lisboa,,geral.ipps@iscte-iul.pt,https://www.factual.digital/
128043,01-08-2024,Notícias TV,Online,Nacional,Informação Especializada,Semanal,Registo Definitivo,"Rua Monte dos Burgos, 470-1º",4250-311,Porto,Porto,Porto,"Notícias Ilimitadas, S.A.",Maria Inês Cardoso,,,"Notícias Ilimitadas, S.A.",Maia,Porto,,carla.ferreirinha@noticiasilimitadas.pt,https://www.n-tv.pt/
128044,01-08-2024,Pets and Company,Online,Nacional,Informação Especializada,Diária,Registo Definitivo,"Rua Luciana Stegagno Picchio, 3",1549-023,Lisboa,Lisboa,Lisboa,"Medialivre, S.A.",Luísa Cândida Tavares Jeremias,,,"Medialivre, S.A.",Lisboa,Lisboa,,plataforma@medialivre.pt,https://www.petsandcompany.pt/
128045,05-08-2024,My Star Luxury,Papel/Online,Nacional,Informação Especializada,Trimestral,Registo Definitivo,"Prç. Mouzinho de Albuquerque, 113, 5º",4100-359,Porto,Porto,Porto,Maria de Fátima Gomes Amaral Ferreira,Ricardo André Pinto Flaminio,,,"Editora Codigopro - Edição de Publicações Periódicas Unipessoal, Lda",Porto,Porto,,ricardoflaminio@codigopro.pt,https://www.mystarluxury.pt
128046,06-08-2024,Gray-film,Online,Nacional,Informação Especializada,Quadrimestral,Registo Definitivo,"Av. de Casal Ribeiro, 17 - 3.º Esq. Frente",1000-090,Lisboa,Lisboa,Lisboa,José António Chagas Machado,José António Chagas Machado,,,José António Chagas Machado,Lisboa,Lisboa,,registos.erc@gray-film.eu,http://gray-film.eu
128048,22-08-2024,O Praticante.pt,Online,Nacional,Informação Especializada,Semanal,Registo Definitivo,"R. da Telheira, 128",2425-098,Granja,Leiria,Leiria,David Henrique Dias da Silva,David Henrique Dias da Silva,,,David Henrique Dias da Silva,Leiria,Leiria,,opraticante@gmail.com,https://www.opraticante.pt
128052,28-08-2024,O Economista,Papel/Online,Nacional,Informação Especializada,Anual,Registo Definitivo,"R. Francisco Rodrigues Lobo, 2 - R/C Dto.",1070-134,Lisboa,Lisboa,Lisboa,"Polimeios - Produção de Meios, Lda.",António Ramos Gomes,,,"Polimeios - Produção de Meios, Lda.",Lisboa,Lisboa,,geral@cadernoseconomia.pt,https://www.cadernoseconomia.pt
128053,29-08-2024,Mangualde Novo Rumo,Papel,Regional,Informação Geral,Trimestral,Registo Definitivo,"Largo Dr. Couto, 47, 1º",3530-134,Mangualde,Mangualde,Viseu,António José Fortes Marques Correia,António José Fortes Marques Correia,,,José Francisco Sobral Abrantes,Mangualde,Viseu,,sobralabrantes47@gmail.com,
128054,30-08-2024,Beira Digital TV,Online,Regional,Informação Geral,Diária,Registo Definitivo,"Estrada da Beira, 216 C",3350-087,Entroncamento,Vila Nova de Poiares,Coimbra,Marta Sofia Dias de Sousa,Marta Sofia Dias de Sousa,,,Dicionário Épico - Unipessoal Lda,Vila Nova de Poiares,Coimbra,,geral@beiradigitaltv.pt,http://www.beiradigitaltv.pt
128055,02-09-2024,Brincar a Escrever,Papel/Online,Nacional,Informação Especializada,Anual,Registo Definitivo,"Praça do Ferrador, lote 140 - loja B",3500-391,Viseu,Viseu,Viseu,Raquel M. Lopes,Raquel M. Lopes,,,Cátia Raquel Martinho Lopes,Viseu,Viseu,,raquelmlopes.1984@gmail.com,https://brincaraescreverviseu.wordpress.com/
128056,04-09-2024,Liderança & Negócio,Online,Nacional,Informação Especializada,Trimestral,Registo Definitivo,"Rua Nova da Junqueira, 145",4405-768,Vila Nova de Gaia,Vila Nova de Gaia,Porto,André Teixeira,Sandra Arouca,,,Sandra Carla Pereira Arouca,Vila Nova de Gaia,Porto,,sandra.p.arouca@gmail.com,https://liderancaenegocio.pt/
128059,09-09-2024,Diário Criminal,Online,Nacional,Informação Especializada,Diária,Registo Definitivo,"Rua António Ribeiro Matos, 257",3750-303,Águeda,Águeda,Aveiro,Nuno Miguel Domingues Soares,Nuno Miguel Domingues Soares,,,"TVC Televisão do Centro, Lda.",Águeda,Aveiro,,nunodesoares@gmail.com,http://www.diariocriminal.pt
128060,09-09-2024,Diário Automóvel,Online,Nacional,Informação Especializada,Diária,Registo Definitivo,"Praça Duque de Saldanha, 1, piso 6, Edifício Atrium Saldanha",1050-094,Lisboa,Lisboa,Lisboa,"OLX Portugal, S.A.",Marvin Tortas,,,"OLX Portugal, S.A.",Lisboa,Lisboa,,diarioautomovel@standvirtual.com,https://www.standvirtual.com/diarioautomovel
128062,18-09-2024,PetMagazine,Online,Nacional,Informação Especializada,Trimestral,Registo Suspenso,"R. Nova da Junqueira, 145",4405-768,Vila Nova de Gaia,Vila Nova de Gaia,Porto,André Teixeira,Sandra Arouca,,,"Narrativalíder, Unipessoal, Lda.",Vila Nova de Gaia,Porto,,narrativalider@gmail.com,https://petloversportugal.pt/
128063,23-09-2024,Lifestyle Portugal,Papel/Online,Nacional,Informação Especializada,Bimestral,Registo Definitivo,"Regus, Buganvilia Plaza, Estr. da Quinta do Lago 1",8135-024,Quinta do Lago,Loulé,Faro,Simon Paul Moulson,Simon Paul Moulson,,,"Moulson & Howes, Lda",Silves,Faro,,moulsonsp@hotmail.com,https://lifestylemag.pt/magazine
128065,25-09-2024,Ria,Online,Regional,Informação Geral,Semanal,Registo Definitivo,"Campus Universitário de Santiago, Agra do Crasto",3810-193,Aveiro,Aveiro,Aveiro,Associação Académica da Universidade de Aveiro,Maria Teixeira Rego,,,Associação Académica da Universidade de Aveiro,Aveiro,Aveiro,,info@radioria.pt,https://radioria.pt
128068,15-10-2024,Jornal PT50,Online,Nacional,Informação Especializada,Diária (dias úteis),Registo Definitivo,"Rua Fialho de Almeida, 9, 3º Esq.",1070-128,Lisboa,Lisboa,Lisboa,Cristina Bárbara Viegas Louro Dias Neves da Mota Pinto,Miguel Alexandre Espinho Veiga Ganhão,,,Cristina Bárbara Viegas Louro Dias Neves da Mota Pinto,Lisboa,Lisboa,,cristinad.neves@targetmedia.pt,https://www.jornalpt50.pt
128070,24-10-2024,Terras do Minho,Online,Regional,Informação Geral,Diária (dias úteis),Registo Definitivo,"R. do Campo Alegre, 1517, Loja 24",4000-452,Porto,Porto,Porto,Agilpassear Lda.,Anjos Costa,,,"Ágilpassear, Lda.",Vila Real,Vila Real,,gestao@agilpassear.com,https://terrasdominho.sapo.pt
